sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
372,185500,500,1912,2042,1751,1887,1.553000,1.662000,0,0
373,186000,500,1911,2042,1750,1890,1.551000,1.664000,0,0
374,186500,500,1918,2043,1760,1890,1.559000,1.662000,0,0
375,187000,500,1925,2041,1765,1889,1.566000,1.664000,0,0
376,187500,500,1931,2043,1773,1892,1.571000,1.664000,0,0
377,188000,500,1936,2041,1777,1887,1.574000,1.663000,0,0
378,188500,500,1946,2041,1787,1887,1.581000,1.663000,0,0
379,189000,500,1966,2043,1807,1891,1.596000,1.665000,0,0
380,189500,500,1984,2037,1823,1886,1.611000,1.654000,0,0
381,190000,500,2002,2040,1841,1888,1.626000,1.662000,0,0
382,190500,500,2019,2038,1858,1887,1.639000,1.661000,0,0
383,191000,500,2040,2041,1883,1894,1.660000,1.663000,0,0
384,191500,500,2068,2038,1905,1885,1.678000,1.661000,0,0
385,192000,500,2090,2040,1931,1888,1.697000,1.662000,0,0
386,192500,500,2110,2041,1950,1888,1.711000,1.665000,0,0
387,193000,500,2127,2040,1967,1887,1.726000,1.662000,0,0
388,193500,500,2146,2040,1984,1886,1.740000,1.662000,0,0
389,194000,500,2165,2041,2002,1889,1.756000,1.664000,0,0
390,194500,500,2175,2041,2018,1888,1.764000,1.664000,0,0
391,195000,500,2179,2044,2015,1890,1.765000,1.662000,0,0
392,195500,500,2177,2042,2013,1890,1.764000,1.665000,0,0
393,196000,500,2176,2042,2014,1889,1.761000,1.666000,0,0
394,196500,500,2176,2043,2013,1890,1.765000,1.665000,0,0
395,197000,500,2168,2044,2004,1892,1.757000,1.665000,0,0
396,197500,500,2154,2044,1993,1894,1.748000,1.667000,0,0
397,198000,500,2135,2041,1977,1889,1.733000,1.664000,0,0
398,198500,500,2116,2044,1953,1892,1.719000,1.667000,0,0
399,199000,500,2097,2044,1937,1891,1.699000,1.668000,0,0
400,199500,500,2074,2044,1915,1891,1.685000,1.665000,0,0
401,200000,500,2047,2045,1886,1893,1.660000,1.667000,0,0
402,200500,500,2020,2042,1859,1888,1.640000,1.664000,0,0
403,201000,500,1997,2042,1837,1889,1.624000,1.661000,0,0
404,201500,500,1974,2042,1810,1888,1.603000,1.667000,0,0
405,202000,500,1948,2041,1789,1889,1.583000,1.664000,0,0
406,202500,500,1927,2043,1767,1890,1.564000,1.664000,0,0
407,203000,500,1912,2039,1750,1883,1.553000,1.661000,0,0
408,203500,500,1905,2042,1744,1887,1.549000,1.665000,0,0
409,204000,500,1901,2042,1743,1890,1.547000,1.662000,0,0
410,204500,500,1893,2040,1732,1888,1.536000,1.661000,0,0
411,205000,500,1889,2043,1729,1890,1.536000,1.665000,0,0
412,205500,500,1894,2041,1735,1888,1.538000,1.663000,0,0
413,206000,500,1910,2040,1747,1877,1.551000,1.663000,0,0
